"Bug ID","Product","Component","Assignee","Status","Resolution","Summary","Changed"
54797,"Ant","Core","notifications","RESOLVED","WONTFIX","Property redefinition should cause an error","2013-04-28 21:13:03"
35261,"Ant","Core","notifications","RESOLVED","INVALID","japanese","2008-02-22 12:18:59"
43139,"Ant","Compress Antlib","notifications","RESOLVED","FIXED","unjar task does NOT unjar JAR files > 10Gigabytes","2012-01-16 16:17:56"
44849,"Ant","Core","notifications","RESOLVED","INVALID","ant does not load libraries from ~/.ant/lib when ant.jar is on the classpath","2008-04-21 15:47:26"
52456,"Ant","Build Process","notifications","RESOLVED","WORKSFORME","ant 1.7.1 build J2ME project error: JAR file creation failed with error 32512","2012-01-17 23:19:24"
33864,"Ant","Documentation","notifications","RESOLVED","FIXED","exec task documentation for vmlauncher=""false"" is misleading ...","2008-07-16 08:56:32"
37099,"Ant","Optional Tasks","notifications","RESOLVED","WORKSFORME","junit fails with xmlformatter and forkmode perbatch/once (but not pertest)","2008-02-22 12:18:59"
50193,"Ant","Core","notifications","NEW","---","cannot mix <import> and <include> in two-level hierarchy","2010-12-27 11:11:59"
39066,"Ant","Core tasks","notifications","RESOLVED","DUPLICATE","<java ... fork=""true""/> followed by <http .../> hangs process","2008-02-22 12:18:59"
41742,"Ant","Optional Tasks","notifications","RESOLVED","FIXED","junit-noframes.xsl should allow title to be set by <junitreport>","2008-02-22 12:18:59"
45044,"Ant","Other","notifications","RESOLVED","WORKSFORME","CBZip2OutputStream does not work in combination with ByteArrayOutputStream","2008-09-25 07:39:58"
40566,"Ant","AntUnit","notifications","NEW","---","Antunit doesnt exec sub java process; gets execution time very wrong","2010-12-27 11:13:19"
43353,"Ant","Optional Tasks","notifications","RESOLVED","WORKSFORME","JUnit4 reports unknown test cases","2008-11-17 08:10:33"
33977,"Ant","Build Process","notifications","RESOLVED","WONTFIX","bootstrap.sh does not work with kaffe 1.1.4","2008-02-22 12:18:59"
46752,"Ant","Core","notifications","RESOLVED","FIXED","AntClassLoader.getResources unimplemented","2009-07-22 02:45:08"
34029,"Ant","Build Process","notifications","RESOLVED","INVALID","Invalid initial heap size: -Xms64m -Xmx512m Could not create Java Virtual Machine","2008-02-22 12:18:59"
37303,"Ant","Core tasks","notifications","RESOLVED","FIXED","URL option for <property> throws exception for missing URL","2008-08-25 06:47:49"
40663,"Ant","Optional Tasks","notifications","RESOLVED","DUPLICATE","junit: cannot see test class name unless fork=true","2008-02-22 12:18:59"
48804,"Ant","Core","notifications","RESOLVED","FIXED","import and extension-point / extensionOf not working as documented","2010-04-27 00:07:22"
43466,"Ant","AntUnit","notifications","RESOLVED","FIXED","Failure in tearDown does not result in a failed test run","2008-02-22 12:18:59"
53014,"Ant","Documentation","notifications","NEW","---","editorial errors in manual/properties.html","2012-04-05 04:26:33"
39424,"Ant","Optional Tasks","notifications","RESOLVED","INVALID","SCP task fails to transfert files larger than 2Gb","2008-02-22 12:18:59"
50637,"Ant","Other","notifications","NEW","---","com.jcraft.jsch.JSchException: connection is closed by foreign host","2011-01-22 18:38:01"
35860,"Ant","Optional Tasks","notifications","RESOLVED","INVALID","Ant Usage in WebApp","2008-02-22 12:18:59"
42159,"Ant","Antidote","notifications","RESOLVED","INVALID","summary","2007-04-23 13:21:04"
40872,"Ant","Wrapper scripts","notifications","RESOLVED","DUPLICATE","ant.bat can't execute java.exe due to bad argument","2008-02-22 12:18:59"
43665,"Ant","Core tasks","notifications","RESOLVED","FIXED","dependset complaints about files from the future when they are 0.5s old","2008-12-03 07:50:35"
53384,"Ant","AntUnit","notifications","RESOLVED","INVALID","sample","2012-06-08 13:55:38"
47135,"Ant","Core tasks","notifications","RESOLVED","WORKSFORME","Problem with quotes in environment variable used in path-like structure.","2009-05-01 09:44:17"
50816,"Ant","Documentation","notifications","RESOLVED","FIXED","Delete task example does not work","2011-02-22 17:11:24"
39648,"Ant","Core","notifications","RESOLVED","FIXED","NPE in Resources.toString","2008-02-22 12:18:59"
34425,"Ant","Core tasks","notifications","RESOLVED","FIXED","Manifest cause StringIndexOutOfBound error while processing multibyte characters","2008-02-22 12:18:59"
42271,"Ant","Optional Tasks","notifications","RESOLVED","DUPLICATE","Scp Task Block When Send Directories","2008-02-22 12:18:59"
40949,"Ant","Core","notifications","RESOLVED","FIXED","compareTo method in CompressedResource does not take comparison with another CompressedResouce into account.","2008-02-22 12:18:59"
49154,"Ant","Other","notifications","RESOLVED","INVALID","sshexec doesn't use hostkey from known_hosts on different ports for the same host","2010-04-20 07:27:07"
53549,"Ant","Core","notifications","RESOLVED","FIXED","Refactor extensionOf attributes resolution to make it available for implementation of ProjectHelper class","2012-08-15 10:38:48"
56544,"Ant","Optional Tasks","notifications","NEW","---","OutOfMemory error due to console logging","2014-05-20 05:21:30"
36154,"Ant","Optional Tasks","notifications","RESOLVED","WORKSFORME","junit target's showoutput attribute doesn't seem to work","2008-02-22 12:18:59"
42422,"Ant","Core","notifications","RESOLVED","DUPLICATE","Locator failing on Java1.4+ with a unix path containing a hostname: URI has an authority component","2008-02-22 12:18:59"
41024,"Ant","Core tasks","notifications","RESOLVED","DUPLICATE","Problem with Input task","2008-08-21 05:29:15"
49373,"Ant","Core tasks","notifications","RESOLVED","FIXED","Property expansion inaccurate for prefixed file-based property loads.","2010-09-27 11:01:29"
56732,"Ant","Core tasks","notifications","NEW","---","Need way to omit command echoing by sshexec","2014-07-16 21:20:09"
36265,"Ant","Core tasks","notifications","RESOLVED","FIXED","sql task: Create table fails on DB2","2008-07-11 03:32:03"
34725,"Ant","Core tasks","notifications","RESOLVED","FIXED","sysproperty gives unhelpful message when value omitted","2005-05-04 03:24:06"
38077,"Ant","Build Process","notifications","RESOLVED","INVALID","wlappc CreateProcess Error","2008-02-22 12:18:59"
54090,"Ant","Optional Tasks","notifications","RESOLVED","FIXED","Depend task does not handle invokeDynamic constant pool entries - java.lang.ClassFormatError: Invalid Constant Pool entry Type 18","2013-01-22 05:06:15"
33359,"Ant","Core","notifications","RESOLVED","INVALID","Ant crashes the JVM","2008-02-22 12:18:59"
40093,"Ant","Core","notifications","REOPENED","---","ant.PropertyHelper reference not passed to called build","2009-07-30 06:19:26"
42734,"Ant","Core","notifications","RESOLVED","DUPLICATE","New behavior of Ant-1.7.0 <available> task with <fileset>","2008-02-22 12:18:59"
38286,"Ant","Optional Tasks","notifications","RESOLVED","INVALID","ftp task doesn't delete any remote file or directories","2008-02-22 12:18:59"
41292,"Ant","Core","notifications","NEW","---","javadoc task: sourcepath for JDK sources broken","2009-11-28 17:18:49"
44444,"Ant","Core tasks","notifications","RESOLVED","INVALID","When invoking <java> task under ant, system props do not seem to be inherited as the docs imply they should be.   CLB_POST","2008-02-19 08:47:24"
54301,"Ant","Core","notifications","RESOLVED","FIXED","more efficient (and shorter) method call in FTP.FTPDirectoryScanner.AntFTPFile.getFastRelativePath","2014-01-02 14:39:56"
51845,"Ant","Core tasks","notifications","NEW","---","<record/> task cannot save the sshexec's output when in parallelrun","2011-09-19 09:42:33"
33480,"Ant","VSS Antlib","notifications","NEW","---","Please update doc with this note on why VSSGET gets SSDIR error","2008-07-10 08:32:36"
57422,"Ant","Other","notifications","RESOLVED","INVALID","https://ant.apache.org/ - Certificate missmatch","2015-01-18 18:41:00"
38583,"Ant","Core tasks","notifications","RESOLVED","DUPLICATE","<cvschangelog> hangs","2008-10-16 07:08:54"
44655,"Ant","Optional Tasks","notifications","RESOLVED","DUPLICATE","symlink delete fails","2008-09-04 06:14:43"
54583,"Ant","Core tasks","notifications","NEW","---","When running <javac> with <compilerarg line=""proc:only""/> package-info.class files are still generated","2013-05-22 03:38:57"
48035,"Ant","Core tasks","notifications","RESOLVED","FIXED","Tar task doesn't create one-file archives","2009-10-21 11:50:45"
52107,"Ant","Core tasks","notifications","RESOLVED","FIXED","loadfile complains on zero-length file even with quiet=""true""","2011-10-28 09:27:47"
33638,"Ant","Core tasks","notifications","RESOLVED","DUPLICATE","CvsTagDiff does not support module-names containing spaces","2008-10-16 05:08:34"
54737,"Ant","Other","notifications","RESOLVED","WORKSFORME","Sqlexec task - Ant introduces additional space in results of sql fetch","2013-05-06 03:01:02"
35203,"Ant","Optional Tasks","notifications","RESOLVED","FIXED","NullPointerException thrown when using ftp and passive=""yes""","2008-10-28 07:34:58"
43048,"Ant","Core","notifications","RESOLVED","DUPLICATE","NullPointerException in org.apache.ant.types.resources.Files","2008-02-22 12:18:59"
44812,"Ant","Core","notifications","RESOLVED","INVALID","~ doesn't work in excludes","2008-04-11 15:19:30"
48313,"Ant","Core","notifications","RESOLVED","FIXED","HashvalueAlgorithm assumes available() returns length of file","2009-12-06 21:29:42"
33828,"Ant","Documentation","notifications","RESOLVED","FIXED","Error in mail task sample","2008-02-22 12:18:59"
46506,"Ant","Core","notifications","RESOLVED","FIXED","Unexpected results from globmapper","2009-01-30 04:16:47"
50124,"Ant","Core tasks","notifications","RESOLVED","FIXED","""delete"" task ignores ""errorOnMissingDir"" attribute","2010-10-25 05:35:36"
32308,"Ant","Core tasks","notifications","RESOLVED","INVALID","Nullpointer exception in Execute::spawn() when using the class directly","2008-02-22 12:18:59"
54940,"Ant","Core","notifications","RESOLVED","FIXED","Target rewriting for nested ""include"" only works when ""as"" is specified?","2013-05-12 22:38:49"
39010,"Ant","Optional Tasks","notifications","RESOLVED","FIXED","scp and verbosity","2008-02-22 12:18:59"
41647,"Ant","Core","notifications","RESOLVED","FIXED","ConditionBase and TaskContainer do not work together since ant 1.6.0","2008-10-27 07:49:11"
44915,"Ant","Build Process","notifications","RESOLVED","WORKSFORME","manifestclasspath interferes with other build targets when the classpath directory does not exist","2008-11-17 08:12:17"
48578,"Ant","Optional Tasks","notifications","RESOLVED","FIXED","<scp> task doesn't report build file location when a remote operation fails","2010-01-21 21:14:47"
52632,"Ant","Wrapper scripts","notifications","RESOLVED","FIXED","JAVA_HOME incorrectly defined in ant shell script for Mac OS X 10.7 (Lion)","2013-01-17 14:18:59"
46659,"Ant","Optional Tasks","notifications","RESOLVED","FIXED","RPM task converts dashes (-) to underscores (_)","2010-11-05 04:27:47"
55225,"Ant","Core","notifications","NEW","---","Launcher error","2013-12-31 10:23:10"
39161,"Ant","Core tasks","notifications","RESOLVED","INVALID","NoClassDefFoundError OutputPropertiesFactory for wsdeploy task","2008-02-22 12:18:59"
41814,"Ant","Core","notifications","RESOLVED","WORKSFORME","JavaEnvUtils.getJavaVersion() returnes wrong version","2008-02-22 12:18:59"
40623,"Ant","Wrapper scripts","notifications","RESOLVED","DUPLICATE","Default setting can crush ANT_HOME environment variable","2008-02-22 12:18:59"
52922,"Ant","Core","notifications","NEW","---","The <ant> task propagates ant.project.name even if inheritAll is false","2012-03-15 23:03:13"
46812,"Ant","Core","notifications","RESOLVED","FIXED","<tarfileset> no longer takes a fileset ref (regression)","2009-05-07 02:43:47"
50484,"Ant","Core tasks","notifications","NEW","---","Multiple calls to Ant script <sql> task fail with ojdbc5.jar","2011-08-18 13:19:58"
32611,"Ant","Other","notifications","RESOLVED","WONTFIX","ClassCastException from Custom Task","2008-02-22 12:18:59"
55551,"Ant","Documentation","notifications","RESOLVED","FIXED","Updated links for Java7: Oracle and OpenJDK","2013-09-13 13:40:50"
35674,"Ant","Core tasks","notifications","RESOLVED","DUPLICATE","cvschangelog not escaping '&' characters in entry / file / name elements","2008-02-22 12:18:59"
34097,"Ant","Core tasks","notifications","RESOLVED","FIXED","TarInputStream.read() incorrectly returns signed values","2005-03-21 02:05:43"
37475,"Ant","Core tasks","notifications","RESOLVED","WONTFIX","ImportTask object puts artifical limit on where a file can be included","2008-02-22 12:18:59"
45303,"Ant","Core","notifications","RESOLVED","INVALID","Ant works in a console, but no when called from java","2008-08-21 14:35:39"
43559,"Ant","Optional Tasks","notifications","CLOSED","INVALID","NullPointerException in ftp task when using recentDateFormatConfig","2008-02-22 12:18:59"
39439,"Ant","Optional Tasks","notifications","RESOLVED","FIXED","cab task doesn't produce cab when using fileset","2008-02-22 12:18:59"
42122,"Ant","Core tasks","notifications","RESOLVED","FIXED","<zipfileset src=""some.zip""/> copies the wrong file permission","2008-07-17 07:48:14"
37546,"Ant","Core tasks","notifications","RESOLVED","FIXED","<javac> compilerarg doesn't support 'modern' compiler","2005-11-20 10:02:07"
45411,"Ant","Optional Tasks","notifications","RESOLVED","FIXED","JUnit prints portions of internal logging junk","2008-09-03 07:38:52"
47078,"Ant",".NET Antlib","notifications","RESOLVED","FIXED","tallow task","2009-05-07 00:59:13"
50716,"Ant","Core","notifications","RESOLVED","FIXED","Bug the same as Apache (Ant) Bug 19101","2011-02-03 18:31:46"
32820,"Ant","Core","notifications","RESOLVED","INVALID","Unable to locate tools.jar in JDK 1.5.0_01","2008-02-22 12:18:59"
55911,"Ant","Antidote","notifications","RESOLVED","INVALID","This is the test bug in service-now","2013-12-19 14:39:51"
35987,"Ant","Optional Tasks","notifications","RESOLVED","DUPLICATE","<presetdef name=""java""> breaks <jspc>","2008-02-22 12:18:59"
39585,"Ant","Core tasks","notifications","RESOLVED","FIXED","fixcrlf should use LF instead of CR as default eol on OS X","2008-02-22 12:18:59"
42225,"Ant","Optional Tasks","notifications","RESOLVED","INVALID","Single Quote in Password of sshexec Bug","2008-10-28 10:00:52"
37655,"Ant","Core","notifications","RESOLVED","FIXED","really unhelpful error when ,, is in a dependency target","2008-10-28 07:44:13"
40916,"Ant","Core tasks","notifications","RESOLVED","FIXED","dependset fails if target directory does not exists","2008-02-22 12:18:59"
49079,"Ant","Core","notifications","RESOLVED","FIXED","<expandproperties> is very slow","2010-04-12 10:41:24"
53484,"Ant","Core","notifications","RESOLVED","INVALID","Property does not work in excludes for jar task","2012-06-29 08:19:53"
32979,"Ant","Core","notifications","RESOLVED","FIXED","filenames with colon on second position are not handled correctly by ant.","2005-02-14 14:03:56"
56267,"Ant","Core","notifications","RESOLVED","WORKSFORME","Ant does not work with Tomcat7 parallel deployment","2014-03-18 16:31:12"
34507,"Ant","Wrapper scripts","notifications","NEW","---","runant.py doesn't handle command with spaces in properly","2010-09-21 07:57:27"
40986,"Ant","Optional Tasks","notifications","RESOLVED","FIXED","SCP: StringIndexOutOfBoundsException","2006-11-16 09:08:18"
49279,"Ant","Core","notifications","RESOLVED","FIXED","DemuxInputStream.read() should return unsigned values","2010-05-13 12:30:07"
43981,"Ant","Other","notifications","RESOLVED","INVALID","XSLT Task misbehaving with Java 1.6","2008-11-24 08:21:45"
33142,"Ant","Core tasks","notifications","RESOLVED","INVALID","javac","2008-02-22 12:18:59"
36217,"Ant","Core","notifications","RESOLVED","INVALID","macrodef and nested elements","2008-02-22 12:18:59"
39924,"Ant","Other","notifications","RESOLVED","FIXED","TarInputStream.read() never returns EOF","2008-02-22 12:18:59"
34646,"Ant","Core tasks","notifications","RESOLVED","WORKSFORME","AntCall task description (HTML doc) is erroneous","2008-02-22 12:18:59"
42522,"Ant","Core","notifications","RESOLVED","DUPLICATE","Add ""if""/""unless"" attributes to <import/>","2008-02-22 12:18:59"
38027,"Ant","Core tasks","notifications","RESOLVED","FIXED","IOException while closing TarOutputStream twice","2008-02-22 12:18:59"
41104,"Ant","Optional Tasks","notifications","RESOLVED","FIXED","FileNotFoundException on forked batched junit tasks","2008-02-22 12:18:59"
44198,"Ant","Documentation","notifications","RESOLVED","FIXED","wrong ref in scp.html","2008-02-20 17:04:20"
47632,"Ant","Core","notifications","RESOLVED","FIXED","Manifest should contain java.runtime.version instead of java.vm.version","2009-08-05 07:55:32"
56851,"Ant","Core","notifications","RESOLVED","DUPLICATE","NPE in XmlLogger.buildFinished","2014-08-13 15:56:32"
40022,"Ant","Optional Tasks","notifications","RESOLVED","FIXED","junitreport task unable to use stylesheets that have an xsl:import tag","2006-07-13 08:55:27"
34823,"Ant","Core tasks","notifications","RESOLVED","FIXED","Expand property values ${foo} in <description>","2008-02-22 12:18:59"
38199,"Ant","Optional Tasks","notifications","RESOLVED","FIXED","symlink fails on second call","2008-02-22 12:18:59"
44352,"Ant","Core","notifications","RESOLVED","WORKSFORME","Nested element from different xmlns is not recognized.","2008-11-17 08:11:47"
47789,"Ant",".NET Antlib","notifications","RESOLVED","FIXED","<csc> task fails with newer .NET frameworks (incremental flag obsolete)","2009-09-05 08:22:51"
36629,"Ant","Core","notifications","NEW","---","Apt task fails when compile=""false"" specified","2008-02-22 12:18:59"
40195,"Ant","Core tasks","notifications","RESOLVED","WORKSFORME","Tar task leaves garbage at end of archive","2009-06-24 20:41:55"
38456,"Ant","Core","notifications","RESOLVED","FIXED","Problem with infinate loop detection in FilterSet","2008-02-22 12:18:59"
49788,"Ant","Core","notifications","NEW","---","[PATCH] set Basic Auth on HTTP condition","2010-08-19 21:55:31"
44565,"Ant","Core tasks","notifications","RESOLVED","DUPLICATE","Date Resource comparator returns incorrect results breaking DependSet","2008-03-07 15:42:26"
54460,"Ant","Core","notifications","RESOLVED","FIXED","Base64Converter not properly handling bytes with MSB set (not masking byte to int conversion)","2013-01-23 04:17:27"
47955,"Ant","Documentation","notifications","NEW","---","SchemaValidate doc. doesn't show task element name capitalization that words","2009-10-07 09:22:24"
52058,"Ant","Core tasks","notifications","NEW","---","delete feed by resourcelist does not delete not empty directories","2011-10-31 08:19:09"
57720,"Ant","Core tasks","notifications","NEW","---","script task has fixed ScriptHelper","2015-03-17 09:32:15"
40289,"Ant","Optional Tasks","notifications","RESOLVED","DUPLICATE","The JUnit optional task does not support JUnit 4.1 (JDK 1.5)","2008-02-22 12:18:59"
35141,"Ant","Documentation","notifications","RESOLVED","DUPLICATE","whichresource page doesn't adapt browser width; inconsistent with rest of manual","2008-02-22 12:18:59"
42981,"Ant","Core tasks","notifications","RESOLVED","INVALID","import fails even with -keep-going","2008-02-22 12:18:59"
38747,"Ant","Core","notifications","RESOLVED","FIXED","Ant class loaders do not prevent delegation in isolated mode when retreiving resources, but do so when loading classes","2008-02-22 12:18:59"
48156,"Ant","Core tasks","notifications","RESOLVED","INVALID","isfileselected doesn't support the nested ""containsregex"" element","2009-11-10 09:58:54"
36891,"Ant","Build Process","notifications","RESOLVED","FIXED","Optional ant-task build process is error prone and counter-intuitive","2008-02-22 12:18:59"
50081,"Ant","Core tasks","notifications","RESOLVED","FIXED","SignJar: error signing if path for signing jar contains relative elements","2010-10-25 05:10:45"
43159,"Ant","Core tasks","notifications","RESOLVED","FIXED","sync's preserveintarget parameter doesn't work correctly","2008-12-19 03:09:21"
41602,"Ant","Core","notifications","RESOLVED","FIXED","Ant jython attributes are not thread-safe","2009-11-09 21:30:19"
48506,"Ant","Core tasks","notifications","RESOLVED","FIXED","<fixcrlf> creates temp files but does not delete them","2010-01-11 21:26:13"
52533,"Ant","Other","notifications","NEEDINFO","---","Error no public execute() in class","2012-02-02 05:00:11"
45075,"Ant","DBPatch Antlib","notifications","RESOLVED","FIXED","DBPatch: small bug fix - use of Java 5 API","2008-05-29 08:53:40"
40584,"Ant","Core tasks","notifications","RESOLVED","DUPLICATE","loadproperties task reports IOException on en_US.UTF-8 locale","2008-02-22 12:18:59"
43361,"Ant","Core","notifications","RESOLVED","INVALID","<junit> ignores my <classpath>","2008-02-22 12:18:59"
33990,"Ant","Core tasks","notifications","RESOLVED","WONTFIX","XSLT attribute ""excludes"" should not depend on ""includes""","2005-03-15 07:36:37"
50399,"Ant","Core tasks","notifications","NEW","---","DefaultInputHandler produces unnecessary newline in prompt","2010-12-27 11:11:49"
55465,"Ant","Optional Tasks","notifications","RESOLVED","FIXED","JUnit 4 tries to execute non test classes (No runnable methods)","2013-09-16 21:18:03"
35634,"Ant","Optional Tasks","notifications","RESOLVED","FIXED","junit task timeout fails to write log information to xml and brief formatters","2008-12-19 08:07:05"
40682,"Ant","Optional Tasks","notifications","RESOLVED","FIXED","Since 2006-09-29 the junit task fails for junit 4 and junit4.1","2008-02-22 12:18:59"
48814,"Ant","Props Antlib","notifications","RESOLVED","FIXED","Remove refs propertyevaluator","2010-02-25 15:31:24"
53018,"Ant","Documentation","notifications","NEW","---","editorial errors in manual/Tasks/depend.html","2012-04-01 00:23:42"
35793,"Ant","Core tasks","notifications","RESOLVED","INVALID","Ant copy-filterset Tasks Convert in a Wrong Way Certain Cyrillic Letters","2008-02-22 12:18:59"
47007,"Ant","Core","notifications","NEW","---","On z/OS, environment variables mishandled when specifying a non-EBCDIC encoding in -Dfile.encoding","2009-04-09 05:45:26"
35871,"Ant","Documentation","notifications","RESOLVED","WORKSFORME","unjar/unear/unwar/unzip documentation should mention alias to expand","2008-02-22 12:18:59"
42167,"Ant",".NET Antlib","notifications","RESOLVED","INVALID","summary","2007-04-23 13:21:07"
37609,"Ant","Core tasks","notifications","RESOLVED","FIXED","jar Task always creates manifest-only jars when no files are matched","2008-02-22 12:18:59"
40882,"Ant","Core","notifications","RESOLVED","FIXED","Echo task doesn't emit [echo] when message is blank.","2008-02-22 12:18:59"
53386,"Ant",".NET Antlib","notifications","RESOLVED","INVALID","look and feel issue","2012-06-08 13:56:40"
50827,"Ant","Optional Tasks","notifications","NEW","---","scp, sshexec and verbosity","2011-02-24 13:55:57"
56134,"Ant","Core tasks","notifications","NEW","---","java task with fork=true uses different JVM than the one set in JAVACMD environment variable","2014-05-06 03:20:49"
36064,"Ant","Documentation","notifications","RESOLVED","FIXED","Ftp file send fails with error 425","2008-02-22 12:18:59"
37733,"Ant","Core","notifications","RESOLVED","WORKSFORME","ANT from a java program: How catch exception?","2008-02-22 12:18:59"
40972,"Ant","Core tasks","notifications","RESOLVED","FIXED","Directory Deletion Dont Work Properly","2008-02-22 12:18:59"
43921,"Ant","Other","notifications","NEW","---","JavaEnvUtils.getJreExecutable() returns wrong executable","2007-11-29 00:50:57"
47381,"Ant","Core tasks","notifications","NEW","---","XmlProperty doesn't allow propertvalues with only space(s)","2009-07-30 07:03:05"
51035,"Ant","Core tasks","notifications","RESOLVED","FIXED","hasmethod NullPointerException @ isMethodFound(HasMethod.java:180)","2012-01-19 13:54:43"
56591,"Ant","Build Process","notifications","NEW","---","includes in jar task is not working as expected","2014-06-05 09:55:34"
39798,"Ant","Core tasks","notifications","RESOLVED","INVALID","Verbose attribute in delete task not working","2008-02-22 12:18:59"
41049,"Ant","Core","notifications","RESOLVED","FIXED","java.lang.OutOfMemoryError in <for> <from antcall>","2008-02-22 12:18:59"
49384,"Ant","Core tasks","notifications","RESOLVED","DUPLICATE","Fix for Bug 48746 causes slowdown in chmod task execution","2013-12-21 19:53:56"
44089,"Ant","Core tasks","notifications","RESOLVED","WORKSFORME","Exec console output","2007-12-18 01:58:58"
53822,"Ant","Core","notifications","RESOLVED","FIXED","performance of IdentityStack.containsAll()","2014-01-02 14:38:11"
51243,"Ant","Optional Tasks","notifications","RESOLVED","INVALID","restrict name resource filtering does not work with maven-ant-tasks artifact:dependencies","2011-05-23 13:21:46"
33240,"Ant","Optional Tasks","notifications","RESOLVED","INVALID","propertyfile date operation results in invalid date","2008-02-22 12:18:59"
39961,"Ant","Core tasks","notifications","RESOLVED","FIXED","Resource name attribute should be allowed to coeist with refid","2008-12-19 08:18:15"
42631,"Ant","Optional Tasks","notifications","NEW","---","Antlib's xmlns ""ant:current"" ignored in scriptdef <element> ""type"" attribute","2008-02-22 12:18:59"
45960,"Ant","Core tasks","notifications","RESOLVED","FIXED","replace task failed to delete file","2008-12-03 03:19:39"
49527,"Ant","Core","notifications","RESOLVED","FIXED","parallel timeout does not stop execution","2010-10-25 10:06:00"
44249,"Ant","Core tasks","notifications","RESOLVED","WORKSFORME","Unzip task doesn't extract internal Zip files unless patternset is used.","2008-11-17 08:11:06"
51602,"Ant","Core tasks","notifications","RESOLVED","INVALID","zip reports ""not found"" when basedir attribute used with fileset","2011-08-06 05:07:59"
57156,"Ant","Optional Tasks","notifications","NEW","---","haltonfailure and haltonerror are not working with JUnit 4 tests","2014-11-18 02:25:39"
36464,"Ant","Core tasks","notifications","RESOLVED","WORKSFORME","Wrong  directory permissions from ""tar"" task","2014-01-05 14:04:38"
40129,"Ant","Core","notifications","RESOLVED","WONTFIX","Wrong path calculation in <copy> when basedir set from command line","2008-02-22 12:18:59"
44493,"Ant","Core tasks","notifications","RESOLVED","FIXED","<sql> task cannot differentiate between ""no resources specified"" and ""no resources found""","2008-02-26 15:59:10"
54303,"Ant","Core","notifications","RESOLVED","FIXED","more efficient (and shorter) method calls in XmlPropertyTest.ensureProperties","2014-01-02 14:40:27"
57499,"Ant","Build Process","notifications","RESOLVED","INVALID","what2pray4.com","2015-01-26 19:38:28"
35000,"Ant","Core tasks","notifications","RESOLVED","FIXED","<unzip> does not fail on archives with broken directory index","2008-07-18 03:14:28"
42928,"Ant","Core","notifications","RESOLVED","DUPLICATE","when we wrap an Error in a BuildException, we should include the stack trace","2008-02-22 12:18:59"
38622,"Ant","Core","notifications","RESOLVED","FIXED","NullPointerException raised if deprecated ProjectHelper.configureProject is not called","2008-02-22 12:18:59"
41398,"Ant","Optional Tasks","notifications","RESOLVED","WONTFIX","xmlproperty evaluates attributes in alpha order, not file order","2009-07-30 06:32:34"
54606,"Ant","Core","notifications","RESOLVED","FIXED","unable to encode properly to UTF-8 when file.encoding=ANSI_X3.4-1968","2013-03-03 20:24:28"
33674,"Ant","Core tasks","notifications","RESOLVED","WONTFIX","Have <input> task echo the existing value when bypassing input","2008-02-22 12:18:59"
36854,"Ant","Documentation","notifications","RESOLVED","FIXED","The CVS link is incorrect","2008-02-22 12:18:59"
40332,"Ant","Optional Tasks","notifications","RESOLVED","DUPLICATE","need to use jsch-0.1.28","2008-02-22 12:18:59"
46390,"Ant","Core","notifications","RESOLVED","FIXED","lib/README refers to non-existent files","2008-12-15 00:19:05"
48330,"Ant","Core tasks","notifications","NEW","---","taskdef task fails to include ant-contrib tasks unless environment classpath set","2009-12-02 10:44:07"
33854,"Ant","Core tasks","notifications","RESOLVED","DUPLICATE","Apt task does not call right method to compile","2008-02-22 12:18:59"
46527,"Ant","Core","notifications","RESOLVED","FIXED","Sort using date comparator on fileset filters entries","2009-01-15 16:08:28"
36970,"Ant","Core","notifications","RESOLVED","DUPLICATE","Invalid return code in batch program","2008-02-22 12:18:59"
50137,"Ant","Documentation","notifications","RESOLVED","FIXED","Incorrect links to nightly Jenkins builds","2011-10-17 14:24:07"
32331,"Ant","Core tasks","notifications","RESOLVED","INVALID","copy overwrite=""false"" overwrites file","2008-02-22 12:18:59"
54967,"Ant","Core tasks","notifications","RESOLVED","FIXED","NullPointerException when updating a zip file that has duplicate entries","2013-12-31 14:54:38"
35357,"Ant","Core tasks","notifications","RESOLVED","FIXED","<rmic> always recompiles under JDK 1.5 because Skel classes are not generated.","2008-02-22 12:18:59"
48610,"Ant","Documentation","notifications","RESOLVED","DUPLICATE","Property parameters 'relative' and 'basedir' should be marked ""since 1.8""?","2010-01-25 11:35:05"
52647,"Ant","Core tasks","notifications","NEW","---","Date of the prefix directory in a zipfileset","2012-02-12 23:28:50"
33956,"Ant","Build Process","notifications","RESOLVED","INVALID","Ant target using both 'depends' and 'if'","2008-02-22 12:18:59"
46718,"Ant","Core tasks","notifications","RESOLVED","WONTFIX","Move task resets file owner when targeting different volume","2009-02-18 08:14:24"
50289,"Ant","Core tasks","notifications","RESOLVED","DUPLICATE","xslt task does not use the classpath attribute to find XSLT processor","2010-11-18 10:03:36"
55271,"Ant","Core","notifications","RESOLVED","FIXED","Zip64ExtendedInformationExtraField class Javadoc references PKWARE documentation when it probably shouldn't","2013-07-17 14:44:18"
39183,"Ant","Core","notifications","RESOLVED","FIXED","Make source attribute of javac mandatory","2008-02-22 12:18:59"
45143,"Ant","Props Antlib","notifications","NEW","---","add property setting to existing property evaluators where appropriate","2008-06-05 10:18:50"
48782,"Ant","Core","notifications","RESOLVED","FIXED","ant -diagnostics returns with exit code 0","2010-03-18 20:23:37"
