Bug ID,Product,Component,Assignee,Status,Resolution,Summary,Changed,
5035,Ant,Core tasks,notifications,RESOLVED,FIXED,Patternset and fileset enhancements,2008-02-22 12:18:59,
26145,Ant,Core tasks,notifications,NEW,---,delete task and missing folders,2008-11-24 03:58:02,
10020,Ant,Optional Tasks,notifications,NEW,---,<ejbjar>'s dependency behaviour should be more controllable,2008-11-24 03:57:43,
29282,Ant,Optional Tasks,notifications,NEW,---,Need a way to get generated jar file from EjbJar tasks,2008-11-24 03:58:07,
32062,Ant,Optional Tasks,notifications,RESOLVED,FIXED,Enhance the ability of the javah task for multiple inputs,2008-02-22 12:18:59,
11562,Ant,Optional Tasks,notifications,RESOLVED,FIXED,Extra options to set Timestamp on VSSGET,2008-02-22 12:18:59,
19179,Ant,Core tasks,notifications,RESOLVED,DUPLICATE,enhancement to mail / email task to support smtp auth,2008-02-22 12:18:59,
15093,Ant,Optional SCM tasks,notifications,RESOLVED,DUPLICATE,Would like to have support for States in the Starbase optional tasks,2009-09-23 08:44:19,
18064,Ant,Optional Tasks,notifications,CLOSED,INVALID,MD5 task,2008-02-22 12:18:59,
20749,Ant,Core tasks,notifications,RESOLVED,FIXED,"<property url=""http://www.mysite.com/my.properties""/>",2008-02-22 12:18:59,
23405,Ant,Core,notifications,RESOLVED,DUPLICATE,Allow Ant command-line property files to be loaded using variable substitution.,2008-02-22 12:18:59,
7105,Ant,Core tasks,notifications,RESOLVED,DUPLICATE,Make SQLExec subclassable,2008-02-22 12:18:59,
26257,Ant,Core tasks,notifications,RESOLVED,FIXED,[PATCH] Add ignoreRemoved attribute to CvsTagDiff,2008-10-16 06:42:51,
29396,Ant,Optional SCM tasks,notifications,RESOLVED,WONTFIX,Allow P4Change to edit changelists as well,2013-03-18 01:44:24,
13605,Ant,Optional Tasks,notifications,RESOLVED,FIXED,Optional SSH Task?,2008-02-22 12:18:59,
32178,Ant,Core,notifications,RESOLVED,DUPLICATE,new __INIT and __FINAL tasks,2008-02-22 12:18:59,
19259,Ant,Core,notifications,RESOLVED,DUPLICATE,"Ant projects should support ""init"" and ""final"" <project/> attributes",2008-02-22 12:18:59,
18166,Ant,Core tasks,notifications,RESOLVED,FIXED,Concat enhancement,2004-11-16 19:05:40,
24711,Ant,Core tasks,notifications,REOPENED,---,[PATCH] macrodef child elements should use their description attributes in error messages,2009-07-31 03:51:52,
23541,Ant,Core tasks,notifications,ASSIGNED,---,Enhance error messages of taskdef to say what really is not found...,2008-02-22 12:18:59,
10399,Ant,Core tasks,notifications,RESOLVED,WONTFIX,Merge <waitfor> and <condition>,2008-02-22 12:18:59,
7433,Ant,Core tasks,notifications,RESOLVED,FIXED,<commandline> support for AbstractCvsTask,2004-11-16 19:05:38,
26618,Ant,Core tasks,notifications,RESOLVED,DUPLICATE,Relative path and file name parameters on XSLTProcess,2008-02-22 12:18:59,
10504,Ant,Core tasks,notifications,RESOLVED,FIXED,encoding support of unzip task,2004-11-16 19:05:39,
1447,Ant,Core tasks,notifications,RESOLVED,FIXED,SQLExec should optionaly replace properties in SQL,2008-02-22 12:18:59,
13928,Ant,Optional Tasks,notifications,RESOLVED,FIXED,addons to p4 optional tasks,2008-02-22 12:18:59,
4205,Ant,Core tasks,notifications,RESOLVED,INVALID,Exit current build when a CVS error occurs,2008-02-22 12:18:59,
15596,Ant,Core tasks,notifications,NEW,---,Identity mapper in uptodate task.,2009-07-16 02:20:00,
23737,Ant,Core tasks,notifications,RESOLVED,DUPLICATE,javadoc tag order,2008-02-22 12:18:59,
29811,Ant,Optional Tasks,notifications,RESOLVED,DUPLICATE,move action for FTP task,2008-07-14 07:44:21,
4345,Ant,Core tasks,notifications,RESOLVED,FIXED,"Request for addition of ""rcproperty"" attribute to <exec>",2008-02-22 12:18:59,
12219,Ant,Core tasks,notifications,RESOLVED,FIXED,Created-By in jar task's manifest should contain JDK version,2008-02-22 12:18:59,
3084,Ant,Core tasks,notifications,RESOLVED,WONTFIX,"Extension of ""os"" attribute portability",2008-02-22 12:18:59,
15886,Ant,Core tasks,notifications,RESOLVED,FIXED,<get> task,2008-02-22 12:18:59,
22569,Ant,Core tasks,notifications,RESOLVED,WONTFIX,PL/SQL Extensions to SQL task to be included in standard release,2009-08-24 06:20:02,
25378,Ant,Optional Tasks,notifications,RESOLVED,FIXED,Added batch limit to the SCP task,2008-07-15 09:47:27,
29930,Ant,Core,notifications,RESOLVED,FIXED,some thing like static blocks of java,2008-02-22 12:18:59,
6186,Ant,Core tasks,notifications,RESOLVED,WONTFIX,Provide 'if' task to handle multiple targets,2008-02-22 12:18:59,
4398,Ant,Core,notifications,RESOLVED,WONTFIX,org.apache.tools.ant.Main's start method calls System.exit(0),2008-02-22 12:18:59,
12334,Ant,Core tasks,notifications,NEW,---,REQUEST: Ant task doesn't allow attachment of a build listener,2008-11-24 03:57:44,
3157,Ant,Core tasks,notifications,RESOLVED,WONTFIX,suppression of output of task names,2008-02-22 12:18:59,
31331,Ant,Core tasks,notifications,RESOLVED,DUPLICATE,Controling the XML processor used by the XSLT element,2008-11-24 08:38:17,
15987,Ant,Core tasks,notifications,RESOLVED,DUPLICATE,If-else condition structure,2008-02-22 12:18:59,
18602,Ant,Optional Tasks,notifications,RESOLVED,DUPLICATE,"Enhancement JavaCC, JJTree and JJDoc",2008-02-22 12:18:59,
22709,Ant,VSS Antlib,notifications,NEW,---,SOS tasks should allow forward slashes in vssserverpath,2008-07-10 08:32:37,
4507,Ant,Optional Tasks,notifications,RESOLVED,WONTFIX,Please add hashmark printing to the FTP task.,2008-02-22 12:18:59,
28666,Ant,Core tasks,notifications,RESOLVED,FIXED,unzip verbose,2009-08-17 01:48:06,
12585,Ant,Optional Tasks,notifications,RESOLVED,FIXED,p4label only allows a single view to be specified,2008-02-22 12:18:59,
16086,Ant,Optional Tasks,notifications,RESOLVED,FIXED,.NET tasks always echo command,2012-04-27 15:29:18,
20080,Ant,Core tasks,notifications,RESOLVED,WORKSFORME,would like to have a task which can kill another task by its task id,2008-02-22 12:18:59,
30176,Ant,Optional Tasks,notifications,RESOLVED,DUPLICATE,ftp rename command,2008-02-22 12:18:59,
6456,Ant,Core,notifications,RESOLVED,FIXED,Ant does not support Windows XP,2008-02-22 12:18:59,
4675,Ant,Optional Tasks,notifications,RESOLVED,INVALID,ejbjar task's nested iplanet does not support anything useful,2008-02-22 12:18:59,
9593,Ant,Optional Tasks,notifications,RESOLVED,WONTFIX,Add output of test to generated HTML for JUnitReport task,2008-02-22 12:18:59,
16255,Ant,Other,notifications,NEW,---,XmlLogger without DOM tree,2008-11-24 03:57:47,
44045,Ant,Optional Tasks,notifications,NEW,---,example unit test cases to create new JUnitReport format,2010-12-27 11:12:44,
20205,Ant,Core tasks,notifications,CLOSED,FIXED,[PATCH] DifferentSelector: make ignoreFileTimes true by default,2004-11-16 19:05:40,
22930,Ant,Core tasks,notifications,RESOLVED,DUPLICATE,New update mode in zip (and related) task,2009-07-31 07:41:54,
6591,Ant,Core tasks,notifications,RESOLVED,FIXED,Access to public static fields of an external class,2004-11-16 19:05:38,
9688,Ant,Optional Tasks,notifications,RESOLVED,INVALID,[SUBMIT] JavaNcssTask,2008-02-22 12:18:59,
12964,Ant,Optional Tasks,notifications,NEW,---,ANTLR only takes one input file at a time,2008-11-24 03:57:45,
31743,Ant,Optional Tasks,notifications,RESOLVED,FIXED,FTP mkdir should identify directory by name after creating it,2008-07-14 07:07:31,
16414,Ant,Core tasks,notifications,RESOLVED,WONTFIX,Task:<input> - Entering text on the same line as the quest ion,2008-02-22 12:18:59,
18908,Ant,Core,notifications,RESOLVED,FIXED,Add UnPackageNameMapper to complement the PackageNameMapper,2008-02-22 12:18:59,
27509,Ant,Core tasks,notifications,RESOLVED,INVALID,new cvschangelog features: revisions given in the comma-separated list,2008-10-16 04:36:06,
4900,Ant,Core tasks,notifications,RESOLVED,LATER,CC or JNI C compilation task,2008-02-22 12:18:59,
13222,Ant,Optional Tasks,notifications,RESOLVED,DUPLICATE,[PATCH] ClearCase mklabel and mklbtype tasks,2008-02-22 12:18:59,
16495,Ant,Optional Tasks,notifications,RESOLVED,WONTFIX,Include the contents of the methods in the JProbe coverage report,2008-08-11 02:46:03,
18995,Ant,Core tasks,notifications,RESOLVED,DUPLICATE,Feature Request: <zip> task and/or <fileset> data type to support nested <mapper> elements,2008-02-22 12:18:59,
20474,Ant,Core,notifications,RESOLVED,FIXED,New Selector and improved documentation,2008-02-22 12:18:59,
32006,Ant,Core tasks,notifications,RESOLVED,WONTFIX,new optional 'basedir' attribute for property task,2008-02-22 12:18:59,
8745,Ant,Core tasks,notifications,RESOLVED,WONTFIX,log compile errors so that they can be picked up by the BuildListeners,2008-02-22 12:18:59,
11482,Ant,Optional Tasks,notifications,RESOLVED,FIXED,Splash task in a non-gui enviroment,2008-02-22 12:18:59,
18011,Ant,Core,notifications,CLOSED,WORKSFORME,Overriding built-in types fails within tasks,2008-02-22 12:18:59,
20687,Ant,Core tasks,notifications,RESOLVED,FIXED,[PATCH] Enhance ExecOn with DirSets,2004-11-16 19:05:40,
27883,Ant,Optional Tasks,notifications,RESOLVED,FIXED,"FTP task: possible enhancement, re-connect feature",2008-07-14 07:45:59,
2584,Ant,Core,notifications,RESOLVED,WONTFIX,target if attribute doesn't understand multiple properties,2008-02-22 12:18:59,
23395,Ant,Optional Tasks,notifications,RESOLVED,FIXED,Adding property element to xmlvalidate,2004-11-16 19:05:41,
13532,Ant,Optional Tasks,notifications,RESOLVED,WORKSFORME,VssCheckOut does not recurse,2008-02-22 12:18:59,
32126,Ant,Core tasks,notifications,RESOLVED,FIXED,"Condition ""IsSigned"" to check if a jarfile is signed",2008-02-22 12:18:59,
8873,Ant,Optional Tasks,notifications,RESOLVED,FIXED,".NET task - should have ""resource"" option",2008-02-22 12:18:59,
11644,Ant,Core tasks,notifications,CLOSED,FIXED,[PATCH] XMLDOC: an xml typedef for the embed proposal jxpath,2008-02-22 12:18:59,
19213,Ant,Core,notifications,RESOLVED,FIXED,Further Cleanup of the ClasspathUtils.,2004-11-16 19:05:40,
10350,Ant,Documentation,notifications,RESOLVED,WONTFIX,No javadocs online,2008-02-22 12:18:59,
13663,Ant,Optional Tasks,notifications,RESOLVED,DUPLICATE,Add a secure copy or secure FTP task,2008-02-22 12:18:59,
4066,Ant,Core tasks,notifications,RESOLVED,WONTFIX,Ant task and classpath,2008-02-22 12:18:59,
8988,Ant,Core tasks,notifications,RESOLVED,WONTFIX,global property inside a target,2008-02-22 12:18:59,
19343,Ant,Optional Tasks,notifications,RESOLVED,WORKSFORME,PropertyFile - property value wrapping option,2008-02-22 12:18:59,
18217,Ant,Build Process,notifications,RESOLVED,FIXED,add charset convert to <copy>,2004-11-16 19:05:40,
24798,Ant,Other,notifications,RESOLVED,FIXED,"BZip2: faster, less memory",2009-03-27 06:50:21,
28143,Ant,Core tasks,notifications,RESOLVED,DUPLICATE,Input task should allow hidden input.,2008-02-22 12:18:59,
2906,Ant,Build Process,notifications,RESOLVED,FIXED,would like to see proper version supporting jar files included into binary/src distributions,2008-02-22 12:18:59,
5316,Ant,Build Process,notifications,RESOLVED,FIXED,Build using multiple JVMs,2008-02-22 12:18:59,
33939,Ant,Optional Tasks,notifications,NEW,---,Added 'preservelastmodified' to scp task to retain file timestamp,2008-11-24 03:58:11,
29596,Ant,Core tasks,notifications,RESOLVED,DUPLICATE,XSLT task ignores classpath element/attribute when looking up transformer,2008-11-24 08:29:49,
13852,Ant,Core tasks,notifications,RESOLVED,FIXED,create a stderr property for exec where the output to stderr can be accessed,2008-02-22 12:18:59,
4164,Ant,Other,notifications,RESOLVED,FIXED,How to accept the values for properties interactively,2008-02-22 12:18:59,
11995,Ant,Core tasks,notifications,RESOLVED,INVALID,Need sign tool for creating cab,2008-02-22 12:18:59,
19482,Ant,Core,notifications,RESOLVED,WORKSFORME,Allow for properties to be used in (glob) mapper,2008-02-22 12:18:59,
15545,Ant,Core,notifications,RESOLVED,INVALID,Import (Include) feature would be desired.,2008-02-22 12:18:59,
22445,Ant,Documentation,notifications,RESOLVED,FIXED,enhance documentation/example also with an octal permission,2008-02-22 12:18:59,
18324,Ant,Optional Tasks,notifications,RESOLVED,FIXED,Global Tasks,2008-02-22 12:18:59,
23696,Ant,Optional Tasks,notifications,RESOLVED,DUPLICATE,JUnitTestRunner masks exceptions,2008-02-22 12:18:59,
43404,Ant,Core,notifications,RESOLVED,WORKSFORME,[depends] be able to (partially) disable/control the dependency graph calling ant,2008-02-22 12:18:59,
29741,Ant,Optional Tasks,notifications,RESOLVED,DUPLICATE,Add parameter to FTP task to disable verification,2008-07-14 07:43:22,
35657,Ant,Optional Tasks,notifications,NEW,---,"Add a ""haltonerror"" parameter to ""xmlvalidate""",2012-03-09 14:51:09,
12163,Ant,Core,notifications,RESOLVED,LATER,Sequential task: Looping over fileset,2008-02-22 12:18:59,
19712,Ant,Optional Tasks,notifications,NEW,---,Add a task for SQLJ compilation,2009-07-30 08:02:36,
31165,Ant,Wrapper scripts,notifications,NEW,---,should we set networkaddress.cache.ttl to something sensible in our startup scripts,2008-07-16 08:32:43,
15804,Ant,Core tasks,notifications,RESOLVED,WONTFIX,execute tasks as a specified user,2008-02-22 12:18:59,
18484,Ant,Optional Tasks,notifications,CLOSED,WONTFIX,Please add parameters into <script> task.,2008-02-22 12:18:59,
26844,Ant,Core tasks,notifications,RESOLVED,WONTFIX,Add Parameter attribute which would allow the parameter to be mutable,2008-02-22 12:18:59,
10707,Ant,Core,notifications,RESOLVED,FIXED,Add <mapper> for <Delete>,2008-02-22 12:18:59,
23869,Ant,Core tasks,notifications,NEW,---,Add FTP prune capability,2008-11-24 03:57:58,
7780,Ant,Core tasks,notifications,RESOLVED,FIXED,Please consider allowing the specification of directory permission for the tar task.,2008-02-22 12:18:59,
26947,Ant,Wrapper scripts,notifications,NEW,---,ant.bat should detect if ANT_HOME ends in a backslash,2008-07-10 09:48:25,
29986,Ant,Build Process,notifications,NEW,---,Recursive dependencies.,2008-02-22 12:18:59,
6266,Ant,Core tasks,notifications,RESOLVED,WORKSFORME,Ant Zip task additional parameter request,2008-02-22 12:18:59,
9401,Ant,Documentation,notifications,RESOLVED,FIXED,install documentation ignores new etc directory,2008-02-22 12:18:59,
17317,Ant,Documentation,notifications,RESOLVED,WORKSFORME,enhance description,2008-02-22 12:18:59,
19897,Ant,Core,notifications,RESOLVED,FIXED,Patch to implement the namespaced antlib + other changes,2008-02-22 12:18:59,
31410,Ant,Core tasks,notifications,RESOLVED,DUPLICATE,build.number forces jars to always rebuild,2009-07-31 05:42:30,
39565,Ant,Core,notifications,RESOLVED,FIXED,[PATCH] Remove needless synchronization,2008-02-22 12:18:59,
16029,Ant,Core tasks,notifications,RESOLVED,WORKSFORME,Debug mode for the Java task,2008-02-22 12:18:59,
18656,Ant,Core tasks,notifications,RESOLVED,FIXED,Rename recursively,2009-07-30 07:58:47,
27118,Ant,Core tasks,notifications,NEW,---,Add type overrides for import,2008-11-24 03:58:03,
25647,Ant,Core tasks,notifications,RESOLVED,WONTFIX,Zip files always unzip as binary,2008-02-22 12:18:59,
3304,Ant,Core,notifications,RESOLVED,WONTFIX,"[PATCH] Added ""ant.target.name"" property",2008-02-22 12:18:59,
17545,Ant,Core tasks,notifications,RESOLVED,FIXED,Catalog due not follow OASIS catalog spec,2008-02-22 12:18:59,
20153,Ant,Documentation,notifications,RESOLVED,FIXED,zip/unzip tasks - last modified dates off by an hour,2008-09-03 07:54:46,
22889,Ant,Core,notifications,NEW,---,Add string formatting options to <property>,2008-11-24 03:57:56,
28884,Ant,Core tasks,notifications,RESOLVED,WONTFIX,Keep the properties set after <ant> or <antcall>.,2008-02-22 12:18:59,
16345,Ant,Optional Tasks,notifications,RESOLVED,FIXED,ilasm task acts incorrectly with more than one input file,2008-02-22 12:18:59,
11098,Ant,Core,notifications,RESOLVED,FIXED,Targets specified on command line rerun dependencies,2008-02-22 12:18:59,
20261,Ant,Core tasks,notifications,RESOLVED,DUPLICATE,Add a Sql task parameter to set the output column delimiter,2009-08-24 06:32:33,
27446,Ant,Core tasks,notifications,RESOLVED,FIXED,"Make <sql> task to suppress ""N rows affected"" messages",2008-02-22 12:18:59,
4871,Ant,Core tasks,notifications,RESOLVED,FIXED,the cvs task does not have a mechanism to set CVS_RSH,2008-02-22 12:18:59,
9803,Ant,Optional Tasks,notifications,RESOLVED,FIXED,[PATCH] EJB Optionnal task : Borland.,2008-02-22 12:18:59,
29011,Ant,Core,notifications,RESOLVED,FIXED,Enhance the <copy/>-tag to support filesets for both source *and* destination,2008-02-22 12:18:59,
13137,Ant,Build Process,notifications,RESOLVED,FIXED,Cannot use reference to path in <arg>,2005-03-20 17:06:12,
8451,Ant,Optional Tasks,notifications,RESOLVED,FIXED,"[PATCH] VSS fixes, additional functionality",2005-03-20 17:06:12,
20408,Ant,Core tasks,notifications,RESOLVED,WONTFIX,Allow passing arguments to javac globally,2008-02-22 12:18:59,
23243,Ant,Optional Tasks,notifications,RESOLVED,FIXED,Image task should support mapper element,2009-08-25 06:52:40,
6810,Ant,Core tasks,notifications,RESOLVED,FIXED,inherit all properties to a called java program,2008-02-22 12:18:59,
9898,Ant,Core,notifications,RESOLVED,FIXED,Ant UI proposal,2008-02-22 12:18:59,
13313,Ant,Optional Tasks,notifications,RESOLVED,INVALID,PropertyFile task output,2008-02-22 12:18:59,
3808,Ant,Core,notifications,RESOLVED,WONTFIX,making interfaces that projects implements.,2008-02-22 12:18:59,
11372,Ant,Build Process,notifications,RESOLVED,FIXED,Using Ant for Creating Procedures in DB2 database,2008-02-22 12:18:59,
14941,Ant,Core tasks,notifications,RESOLVED,WORKSFORME,Having the possibilty to call -projecthelp functionnality within a target,2008-02-22 12:18:59,
21996,Ant,Core tasks,notifications,RESOLVED,FIXED,add a flatten option in the unzip task,2008-02-22 12:18:59,
17934,Ant,Core tasks,notifications,RESOLVED,FIXED,Dates too late in jar entries,2008-02-22 12:18:59,
27771,Ant,Other,notifications,NEW,---,"Make ""Time Taken"" in DefaultLogger optional",2008-11-24 03:58:04,
29320,Ant,Core,notifications,RESOLVED,FIXED,The target object does not have getter for if/unless conditions.,2008-02-22 12:18:59,
13431,Ant,Documentation,notifications,RESOLVED,FIXED,Macker link,2008-02-22 12:18:59,
16799,Ant,Core,notifications,RESOLVED,INVALID,cope with (un-)set environment variables when setting properties to them,2008-02-22 12:18:59,
11569,Ant,Core tasks,notifications,RESOLVED,FIXED,Javadoc core task does not support new -linksource and -breakiterator options.,2008-02-22 12:18:59,
15149,Ant,Core tasks,notifications,NEW,---,Replace task,2008-11-24 03:57:46,
22129,Ant,Core tasks,notifications,RESOLVED,WORKSFORME,Provide a way to specify default excludes in a property file,2008-02-22 12:18:59,
20767,Ant,Core tasks,notifications,RESOLVED,FIXED,totalproperty and todir attributes for checksum task,2008-02-22 12:18:59,
29407,Ant,Optional Tasks,notifications,RESOLVED,FIXED,Handle null JUnit test name more gracefully,2005-03-17 00:21:20,
16890,Ant,Core tasks,notifications,RESOLVED,FIXED,Available accepting nested FileSets,2008-02-22 12:18:59,
11746,Ant,Core tasks,notifications,RESOLVED,FIXED,Copy task should accept a nested dirset,2008-02-22 12:18:59,
19280,Ant,Core tasks,notifications,RESOLVED,INVALID,add the ability to echo the <classpath>,2008-02-22 12:18:59,
22244,Ant,Core tasks,notifications,RESOLVED,DUPLICATE,Javadoc Task.. Don't use the JAVADOC exceutable from running VM,2008-02-22 12:18:59,
24713,Ant,Core tasks,notifications,RESOLVED,FIXED,Arbitrary header support for Mail task,2008-02-22 12:18:59,
30886,Ant,Core tasks,notifications,RESOLVED,DUPLICATE,Enhance import task with filterset,2008-02-22 12:18:59,
7321,Ant,Core tasks,notifications,RESOLVED,INVALID,"uptodate task should allow ""ANY"", not just ""EVERY"".",2008-02-22 12:18:59,
26453,Ant,Core tasks,notifications,NEW,---,"Exec task displays 'error' mesage ""Result: XX""",2008-11-24 03:58:03,
10402,Ant,Core tasks,notifications,NEW,---,adding the ability of html like whitespace preservence to echo task,2013-03-04 17:17:46,
29516,Ant,Core tasks,notifications,RESOLVED,DUPLICATE,request 2 easy enhancements to sql core task,2009-08-24 06:53:44,
4113,Ant,Core tasks,notifications,RESOLVED,FIXED,"Could use an ""on-failure"" attribute for javac target",2008-02-22 12:18:59,
35471,Ant,Optional Tasks,notifications,RESOLVED,FIXED,need to add remoteVerificationEnabled attribute to FTP task to avoid firewall errors,2008-07-14 07:43:22,
11920,Ant,Core tasks,notifications,RESOLVED,INVALID,Command line parameter problems,2008-02-22 12:18:59,
22378,Ant,Optional Tasks,notifications,NEW,---,Borland Delphi/Kylix compiler support,2008-11-24 03:57:55,
24877,Ant,Core tasks,notifications,NEW,---,exec task doesn't handle error conditions well,2012-04-18 07:00:26,
21064,Ant,Core tasks,notifications,RESOLVED,FIXED,add failontokennotfound to replace core task,2008-12-08 07:13:50,
2956,Ant,Optional Tasks,notifications,RESOLVED,LATER,"patch to junit and touch task: junit task now wont fail on non-junit test, touch now provides the same timestamp for all files when operating on a fileset",2008-02-22 12:18:59,
23649,Ant,Optional Tasks,notifications,NEW,---,Requirement for a method to not make entries in the xml reports.,2008-11-24 03:57:57,
31055,Ant,Core,notifications,RESOLVED,WORKSFORME,loop,2008-02-22 12:18:59,
5969,Ant,Build Process,notifications,RESOLVED,FIXED,Is SMTP authorization possible for MailLogger ??,2004-11-16 19:05:38,
13936,Ant,Optional Tasks,notifications,RESOLVED,FIXED,Translate task should have better behavior when a key is not found,2008-02-22 12:18:59,
9159,Ant,Core,notifications,RESOLVED,DUPLICATE,User Properties set after the BuildStarted event has been fired. (Main.java),2008-02-22 12:18:59,
17103,Ant,Other,notifications,RESOLVED,INVALID,Interactive Property,2008-02-22 12:18:59,
12060,Ant,Core,notifications,RESOLVED,FIXED,enable property init from fileset,2008-02-22 12:18:59,
19601,Ant,Core,notifications,RESOLVED,DUPLICATE,Add 'Thumbs.db' to default exclude list.,2008-02-22 12:18:59,
22528,Ant,Wrapper scripts,notifications,RESOLVED,INVALID,<exec> regular expressions,2008-02-22 12:18:59,
28426,Ant,Core,notifications,RESOLVED,FIXED,DynamicConfiguratorNS,2008-02-22 12:18:59,
23758,Ant,Core,notifications,RESOLVED,DUPLICATE,Reqm'ts bug? Can't specify Fileset with only includesfile,2008-02-22 12:18:59,
7568,Ant,Optional Tasks,notifications,RESOLVED,FIXED,Style task cannot specify processor parameters,2008-02-22 12:18:59,
26758,Ant,Optional Tasks,notifications,RESOLVED,FIXED,Add a 'toFile' attribute for the scp task,2004-11-16 19:05:41,
6107,Ant,Optional Tasks,notifications,RESOLVED,FIXED,Passing in arguments to the JUnit test case,2008-02-22 12:18:59,
14078,Ant,Core tasks,notifications,RESOLVED,FIXED,Out of Memory exception while using Jar/Ear/War task,2008-02-22 12:18:59,
9294,Ant,Optional Tasks,notifications,NEW,---,[PATCH] optional/j2ee/ServerDeploy OC4J Support,2009-07-30 07:14:54,
15917,Ant,Optional Tasks,notifications,RESOLVED,DUPLICATE,[PVCS task] Creating the destination directories automatically?,2008-02-22 12:18:59,
6204,Ant,Core tasks,notifications,RESOLVED,INVALID,support of ant targets in <apply/> task in addition to executable,2008-02-22 12:18:59,
25380,Ant,Core tasks,notifications,RESOLVED,DUPLICATE,Unzip task doesnt overwrite destination when file listing is root,2009-08-24 08:27:57,
19847,Ant,Build Process,notifications,RESOLVED,DUPLICATE,Allow target calls in same/global context,2008-02-22 12:18:59,
1733,Ant,Core tasks,notifications,RESOLVED,WONTFIX,Add ability to define a property with respect to another (property dereferencing),2008-02-22 12:18:59,
22718,Ant,Core tasks,notifications,RESOLVED,FIXED,[PATCH] Print info on nested build scripts in <ant>,2008-02-22 12:18:59,
6339,Ant,Core tasks,notifications,RESOLVED,FIXED,PatternSet Behavior,2008-02-22 12:18:59,
9505,Ant,Core tasks,notifications,RESOLVED,FIXED,Replace properties in mail task's messages.,2008-02-22 12:18:59,
28681,Ant,Core tasks,notifications,NEW,---,[PATCH] Xml output for the SQL task,2009-07-31 04:21:04,
31452,Ant,Optional SCM tasks,notifications,RESOLVED,WONTFIX,StarTeam checlout enhancement,2013-03-18 02:25:44,
18715,Ant,Core tasks,notifications,RESOLVED,FIXED,[PATCH] <subant> to specify basedir to <ant>,2005-03-20 17:06:12,
21526,Ant,Optional Tasks,notifications,RESOLVED,FIXED,"Enhancement JavaCC, JJTree and JJDoc [update]",2004-11-16 19:05:40,
23991,Ant,Documentation,notifications,RESOLVED,FIXED,Need warning that sshexec and telnet timeouts have different units,2008-07-14 07:55:04,
8080,Ant,Optional Tasks,notifications,RESOLVED,WONTFIX,New <jythonc> task to compile Python code in java bytecode,2008-02-22 12:18:59,
30199,Ant,Core tasks,notifications,RESOLVED,FIXED,add failonerror option to zip|tar|jar tasks (to ignore non-existent directories),2009-07-31 05:36:04,
6475,Ant,Core tasks,notifications,RESOLVED,WONTFIX,I would like to be able to do the diff with to files,2008-02-22 12:18:59,
25704,Ant,Core tasks,notifications,RESOLVED,WONTFIX,Support for Sun Solaris' Tar Format for long file name,2010-10-26 06:08:21,
16268,Ant,Other,notifications,RESOLVED,FIXED,ant.apache.org uses tables for formatting.,2008-02-22 12:18:59,
24103,Ant,Other,notifications,NEW,---,edit the Windows registry,2008-11-24 03:57:59,
20207,Ant,Optional Tasks,notifications,NEW,---,enhance telnet task to be able to gather read outputs into a property,2008-11-24 03:57:52,
2015,Ant,Core tasks,notifications,RESOLVED,FIXED,Add vssver.scc to default excludes,2004-11-16 19:05:38,
30373,Ant,Optional Tasks,notifications,RESOLVED,DUPLICATE,Image Task flattens all directory structures.,2008-02-22 12:18:59,
9704,Ant,Core tasks,notifications,RESOLVED,FIXED,Checksum task needs buffer,2008-02-22 12:18:59,
13001,Ant,Core,notifications,CLOSED,INVALID,-projecthelp does not show subtargets,2008-02-22 12:18:59,
31779,Ant,Core tasks,notifications,NEW,---,Problem with <input> task,2008-02-22 12:18:59,
8385,Ant,Core tasks,notifications,RESOLVED,LATER,"Java 1.4: rmic needs new bool attribute, poa",2008-02-22 12:18:59,
42603,Ant,Core,notifications,RESOLVED,WORKSFORME,enhance <available> to search for files using wildecards,2008-02-22 12:18:59,
18930,Ant,Core tasks,notifications,NEW,---,SQLExec Task does not work well with MS SQL Server,2008-11-24 03:57:50,
14721,Ant,Core tasks,notifications,RESOLVED,DUPLICATE,javadoc task: custom doclet -> no -source argument,2008-02-22 12:18:59,
21785,Ant,Core tasks,notifications,RESOLVED,INVALID,need away to set <javac> comiler JAVA_HOME outside build script,2008-02-22 12:18:59,
24231,Ant,Core,notifications,NEW,---,command-line option to signify no more options,2010-02-26 17:16:56,
8559,Ant,Core tasks,notifications,RESOLVED,WONTFIX,"Add <fileset> to <arg>, add a new task ex. <directoryfinder>",2008-02-22 12:18:59,
16501,Ant,Core tasks,notifications,RESOLVED,DUPLICATE,"""Record"" task should be finished",2008-02-22 12:18:59,
17880,Ant,Core tasks,notifications,RESOLVED,FIXED,<java> task should optionally not destroy forked processes,2008-02-22 12:18:59,
5020,Ant,Documentation,notifications,RESOLVED,FIXED,Ant manual pages all have the same title,2008-02-22 12:18:59,
29251,Ant,Core tasks,notifications,RESOLVED,FIXED,[patch] add @url to <import> task,2009-11-14 23:28:17,
16686,Ant,Core tasks,notifications,RESOLVED,FIXED,Add casesensitive attribute to mapper,2008-02-22 12:18:59,
42838,Ant,Core tasks,notifications,NEW,---,Support for JSR 199: Java Compiler API,2008-02-22 12:18:59,
11499,Ant,Build Process,notifications,RESOLVED,WORKSFORME,Can Ant Be Told not To Exit When a Task Fails,2008-02-22 12:18:59,
19118,Ant,Optional Tasks,notifications,NEW,---,JUnitReport does not fail when it encounters an invalid XML file,2008-11-24 03:57:50,
